outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.79,1.82,1.62,75.97,128.19,282.58,74833.3,33.50538707584572
2.55,2.25,1.7,75.49,128.49,254.89,69677.5,29.722346112192625
2.89,2.02,1.71,75.71,128.49,261.84,64544.5,33.7082402502967
2.79,2.1,1.23,75.6,128.22,292.57,66845.2,33.24095435446311
2.69,1.87,1.42,76.03,127.89,285.38,68079.6,30.97485020056918
2.84,1.71,1.27,75.6,127.95,247.64,63308.5,28.42649272843967
2.76,1.99,1.36,75.76,128.22,243.4,74999.1,29.441469952890614
2.82,1.77,1.43,75.22,127.74,244.43,75772.2,29.639829504358275
2.7,1.71,1.34,75.32,128.02,281.22,66163.7,29.503273086806715
2.87,2.23,1.56,76.11,127.23,280.51,66878.6,35.325627460313356
2.89,1.92,1.59,76.49,127.3,272.95,73496.3,34.37721016886174
2.85,2.24,1.37,75.57,127.57,249.5,76671.5,32.34642349463236
2.66,2.23,1.57,76.14,128.53,253.85,68922.8,30.462202393631358
2.76,1.72,1.41,76.01,128.59,246.76,74407.1,28.653670896095903
2.75,2.23,1.25,75.88,127.2,242.99,67807.5,29.20954940261602
2.5,1.77,1.64,76.43,127.2,269.29,64720.5,26.999617732528307
2.84,1.89,1.49,76.21,127.39,247.82,69444.5,30.621835596364193
2.8,1.78,1.33,75.75,127.67,243.35,71498.1,28.66535621531905
2.67,2.02,1.59,75.71,127.78,248.52,70533.9,29.32417084587287
2.66,1.97,1.7,75.7,127.34,273.12,76855.2,31.958193694164677
2.62,1.84,1.29,75.96,128.15,275.05,69533.7,28.584726004372854
2.68,2.22,1.79,75.29,128.53,288.23,68744.4,34.56630750425843
2.73,1.79,1.79,75.99,127.75,282.91,75331.7,33.28362723465462
2.86,1.78,1.62,75.46,127.25,242.83,66940.7,30.220924449085558
2.72,1.9,1.71,75.57,128.12,285.07,67869.9,32.82994524173019
2.68,1.78,1.48,76.37,127.95,246.38,73280.9,27.954210780151996
2.63,2.06,1.29,75.2,128.58,275.99,75549.1,30.484897267790487
2.76,1.87,1.37,76.25,127.43,240.39,76567.6,28.804932176011633
2.72,1.97,1.73,75.87,128.13,289.76,63664.2,33.30391513615298
2.79,1.89,1.41,76.24,128.33,249.54,64690.8,29.406884521307987
2.61,2.26,1.38,75.99,127.23,270.88,76534.9,30.921057512722726
2.9,2.29,1.43,76.29,128.34,273.26,63545.4,34.831119740487864
2.63,2.11,1.78,76.45,128.51,259.31,76740.7,31.41561815748942
2.51,2.02,1.7,76.58,128.3,285.39,71908.6,30.566673795214527
2.64,1.81,1.62,75.25,127.28,247.27,63196.0,27.276670343624986
2.65,1.96,1.5,75.43,128.29,249.01,63225.8,27.869880491167876
2.86,2.08,1.28,75.74,128.19,266.79,69660.9,32.490341866139445
2.64,1.72,1.7,76.36,127.87,260.53,72990.3,29.15177880413576
2.59,2.18,1.48,75.78,127.4,260.98,74190.6,29.751798333510422
2.86,1.79,1.75,75.89,127.32,266.39,74308.5,33.51545648957354
2.75,1.99,1.63,75.97,127.68,257.79,63858.9,30.73505229527582
2.71,1.88,1.32,76.11,127.93,276.06,63957.0,29.821764203317528
2.6,2.15,1.63,75.55,128.36,271.98,63339.4,30.482149072916926
2.72,2.09,1.49,75.72,127.42,286.0,67273.6,32.637860350947975
2.77,2.2,1.64,76.44,127.97,286.64,67153.0,34.83183839186525
2.61,1.91,1.7,75.38,127.2,277.86,70101.9,30.670323692290893
2.88,2.11,1.37,75.74,127.43,256.95,67132.4,32.11043802053105
2.83,2.2,1.45,76.2,127.58,242.49,65225.6,30.87347008115644
2.75,2.21,1.65,76.45,127.79,260.92,75945.9,33.102544635275834
2.6,1.99,1.35,75.71,127.59,277.91,73012.8,29.715326474378415
2.58,1.83,1.38,76.23,128.34,284.75,73079.1,29.35066112461523
2.51,1.8,1.6,75.48,127.79,254.82,64652.8,26.078362235141938
2.76,2.26,1.79,76.28,127.82,259.17,66992.4,33.25391948113413
2.72,1.85,1.53,76.23,128.17,278.29,73402.1,31.72055032789156
2.82,1.71,1.48,75.68,128.48,255.93,75956.0,30.6244182619683
2.58,2.21,1.5,76.16,128.32,258.63,65359.9,29.010127136335043
2.69,1.97,1.69,75.3,127.73,256.2,64411.6,29.855474389453505
2.55,1.75,1.56,75.7,127.3,292.41,75761.4,30.06224310336013
2.79,1.78,1.61,76.49,128.01,242.06,71053.4,29.587742084012987
2.86,2.05,1.51,76.11,128.14,260.81,68371.1,32.77580490658734
2.67,1.94,1.78,75.5,127.24,282.24,65156.5,31.94999030931224
2.61,2.0,1.65,75.81,128.42,268.79,70906.9,30.3912793553621
2.84,2.22,1.77,75.74,128.42,272.51,66795.1,35.310583755575934
2.53,1.88,1.4,75.44,128.18,253.06,72080.0,26.477471240343974
2.72,2.03,1.66,76.55,127.77,241.14,66584.7,29.500327292882233
2.71,1.76,1.22,76.52,127.4,259.94,70918.9,28.115787180373857
2.65,1.82,1.53,76.23,128.46,275.86,66852.5,29.802243812983264
2.57,2.28,1.51,75.57,127.76,265.59,70626.2,30.190593912565944
2.78,2.2,1.77,75.38,127.78,262.99,63360.8,33.017775204262605
2.85,1.89,1.4,75.25,127.21,287.27,67157.1,33.14358188609556
2.63,2.06,1.6,75.52,127.79,279.0,68409.1,31.278989610784905
2.75,2.28,1.72,75.98,128.22,287.81,66069.7,35.306351804181034
2.84,1.82,1.45,75.28,128.35,263.76,63092.1,30.893960938162152
2.75,1.92,1.47,76.56,127.5,279.75,74462.2,32.372876156131
2.74,2.18,1.79,75.98,128.38,259.61,75299.3,33.32881971995057
2.52,1.75,1.35,76.04,127.84,280.86,74580.2,27.744587122908527
2.64,1.72,1.29,75.39,127.24,266.36,67449.6,27.36862761433447
2.56,1.88,1.78,75.74,128.6,256.34,73005.5,28.778029057428014
2.75,1.79,1.78,76.16,127.22,243.21,73393.9,30.074194580063093
2.84,2.11,1.27,75.71,127.9,257.8,69925.1,31.50733516397129
2.55,1.8,1.66,76.38,128.55,268.69,74119.7,28.743031740393533
2.73,1.73,1.53,76.24,127.49,253.91,66425.2,28.755645347124712
2.53,1.77,1.57,75.72,128.09,271.71,67757.9,27.673618956051044
2.85,1.91,1.65,75.49,128.17,257.67,73441.3,32.632008066165966
2.8,2.27,1.21,75.27,127.62,286.31,74485.7,34.00112382771506
2.52,1.93,1.39,76.09,128.22,253.42,66734.7,26.060308080502367
2.54,1.88,1.46,76.19,127.56,288.64,71203.1,29.404499036113137
2.84,2.01,1.59,75.92,128.09,277.24,75841.8,34.631521772230215
2.89,2.15,1.21,75.24,128.26,249.54,66488.8,31.15218935971673
2.66,1.74,1.74,76.15,127.3,248.01,73067.6,28.738271685803696
2.65,1.94,1.25,75.82,128.33,290.15,66345.4,30.28601206441131
2.67,1.95,1.23,75.34,128.32,258.51,65545.6,28.007760146851822
2.9,1.71,1.47,75.69,127.33,283.39,75242.3,33.8916341761596
2.86,2.21,1.41,75.38,128.44,241.0,71491.2,31.49390667985422
2.75,2.03,1.38,75.63,127.53,240.83,71193.8,28.99940352526751
2.86,1.73,1.61,76.57,127.87,290.08,72939.3,34.57714531398126
2.76,1.74,1.74,75.42,128.4,283.83,73905.2,33.199636923144524
2.75,1.8,1.38,75.63,127.36,292.13,67264.9,31.683579057144428
2.76,2.03,1.43,76.01,128.38,287.53,75888.8,33.73949775610761
2.52,2.04,1.53,75.57,128.31,264.35,69754.2,28.323589123036257
2.66,2.1,1.65,76.47,128.24,271.39,71162.3,31.816858063759426
2.5,1.88,1.61,75.45,127.59,276.62,73138.7,28.78408045423619
2.5,2.22,1.57,75.55,127.39,293.35,70433.0,31.26677700983062
2.52,2.15,1.41,76.04,127.83,293.29,73224.0,30.823755292077593
2.87,1.87,1.41,75.47,128.13,274.16,76390.7,33.323693285878974
2.72,2.13,1.53,75.4,127.48,272.68,63549.1,31.54713238146344
2.82,2.01,1.58,75.66,127.79,241.05,76583.6,31.145592562867094
2.61,1.75,1.65,75.26,127.82,283.83,69743.2,30.185824299003983
2.57,1.84,1.52,75.82,127.91,280.48,73674.5,29.578829199009377
2.86,1.97,1.25,76.29,128.27,250.86,67165.4,30.41604455521845
2.6,1.93,1.52,75.68,127.7,253.86,65637.1,27.643097577858796
2.67,2.26,1.61,75.74,127.59,261.12,69645.0,31.455222536125646
2.51,1.84,1.5,75.82,128.19,293.36,70254.1,29.317634832925094
2.68,1.84,1.36,76.13,128.22,244.88,66475.6,27.134497933449055
2.51,2.16,1.73,75.96,127.54,289.92,67558.3,31.33699495968024
2.56,2.29,1.6,75.26,128.45,269.47,72343.8,31.09163541073265
2.78,1.71,1.66,75.45,127.71,270.07,70827.5,31.538163140597433
2.85,2.06,1.47,76.56,127.95,291.77,75957.1,35.71239046118929
2.82,1.73,1.42,76.34,128.57,270.49,67280.6,31.085212042729225
2.89,2.09,1.55,75.97,128.17,257.34,65831.0,33.04853604393152
2.88,2.11,1.58,76.57,127.37,266.34,66110.5,33.90036917698269
2.73,1.7,1.42,75.39,127.73,241.72,66478.9,27.146084451337245
2.59,1.73,1.44,75.93,127.74,259.04,76566.8,27.548906127311923
2.89,1.95,1.55,75.61,127.22,269.19,64359.2,33.06111967985005
2.84,2.18,1.79,75.71,128.03,270.0,71667.5,35.33952592083581
2.64,2.23,1.8,76.54,127.69,269.65,64714.3,32.07823556330864
2.8,1.98,1.41,76.1,128.32,251.49,71016.2,30.57611133292933
2.9,2.05,1.48,76.28,128.11,287.87,67521.7,35.49502243973241
2.59,2.25,1.69,76.06,128.12,291.7,64846.9,32.80449576063275
2.5,1.8,1.44,76.53,127.88,275.12,65659.0,26.812060185505587
2.66,2.25,1.58,76.35,127.65,277.71,69673.2,32.54356329863681
2.88,2.09,1.75,75.76,127.68,270.35,65261.7,34.76030028418354
2.59,2.03,1.79,76.18,128.35,245.57,66721.9,28.555198188641
2.67,1.75,1.37,75.84,127.26,283.04,67749.6,29.571873633718113
2.65,2.19,1.35,75.45,127.47,291.1,63251.3,31.45231124231698
2.88,1.74,1.39,76.01,127.83,268.59,66575.2,31.61096584767388
2.58,2.2,1.57,76.44,127.23,245.37,69447.6,28.40543045607076
2.63,1.74,1.74,75.36,128.39,289.26,66291.6,31.01443667907968
2.53,2.18,1.67,75.86,127.25,271.05,71347.5,30.270895357776524
2.74,2.06,1.3,75.94,128.47,248.06,67133.1,29.07976050560815
2.52,2.17,1.73,76.53,127.58,265.99,66490.4,29.523333530014114
2.74,1.72,1.45,76.06,127.26,251.46,63298.4,28.059435503859007
2.76,2.01,1.46,76.32,127.98,276.62,65866.7,32.011390155324946
2.7,2.15,1.66,76.33,127.37,247.58,67338.9,30.304871277769237
2.66,1.75,1.51,75.26,128.1,277.27,70895.5,29.93568424173141
2.66,2.03,1.47,75.89,128.56,274.97,66515.1,30.653053862175355
2.59,1.75,1.33,76.58,127.77,291.23,72041.1,29.19736787021732
2.69,2.0,1.47,76.3,128.1,252.89,65577.0,29.020883716053007
2.82,1.73,1.53,75.65,128.41,263.82,69360.2,31.096850787498695
2.82,1.8,1.44,75.48,128.5,243.31,66606.0,29.11182184331433
2.62,1.79,1.74,75.46,127.42,259.61,71724.6,29.164320280092696
2.77,2.11,1.32,75.23,127.37,278.65,67536.1,32.0324174067717
2.65,1.79,1.74,76.29,128.04,292.97,67640.2,31.998471408822482
2.77,1.72,1.54,75.79,128.43,262.86,63520.5,29.831588667473127
2.83,2.13,1.59,75.98,128.58,269.46,69493.2,33.939303655030656
2.53,1.77,1.34,76.43,127.39,272.5,72664.0,27.083162895104877
2.72,2.1,1.65,76.11,128.21,285.99,70459.4,33.8986903179635
2.66,1.72,1.42,75.98,128.07,292.98,75234.1,31.007616688177293
2.57,2.1,1.47,75.89,127.54,279.29,66899.3,29.867961693582814
2.53,2.23,1.44,75.25,128.02,242.33,68112.5,27.088240084866882
2.83,2.11,1.5,75.22,127.47,255.99,67258.9,31.78419371070477
2.67,2.21,1.41,76.51,127.94,257.64,66911.8,29.91201578192461
2.59,1.76,1.62,76.4,128.03,280.17,71807.5,29.7011865171756
2.8,2.17,1.59,75.23,128.03,255.81,64986.4,31.923326500899137
2.72,1.82,1.38,75.77,128.5,283.3,64589.8,30.63295836790742
2.66,2.15,1.5,76.41,127.23,267.18,74786.6,31.213247956145054
2.84,1.97,1.39,76.1,128.56,255.82,70772.4,31.389974889473663
2.62,1.73,1.48,76.22,128.22,242.21,69983.9,26.280160322395844
2.68,2.19,1.39,75.9,127.54,242.84,72111.3,29.032746178379014
2.56,1.88,1.29,75.55,128.34,290.89,69610.9,29.179978926387847
2.88,2.05,1.41,75.31,127.61,276.47,76075.6,34.33433692917477
2.88,2.04,1.41,76.36,127.62,274.66,75955.9,34.281675976376576
2.68,1.83,1.69,75.35,127.42,252.4,74738.5,29.64326450314134
2.53,1.79,1.33,75.25,128.37,264.36,68414.2,26.368765287777663
2.77,1.79,1.41,76.27,127.73,266.72,64729.6,30.0037859640192
2.69,2.13,1.78,76.37,127.95,281.78,76071.3,34.28183544981057
2.88,2.17,1.29,76.11,127.82,249.55,72988.1,31.963477137555813
2.54,1.93,1.64,75.21,127.53,291.58,67809.6,30.36138372913804
2.85,2.02,1.64,76.3,128.51,249.68,63943.8,31.80636723758137
2.5,2.26,1.57,76.03,127.86,253.78,68162.7,28.198522953029922
2.86,1.81,1.75,75.75,128.49,253.67,70460.4,32.224634325039304
2.73,1.93,1.79,76.02,128.4,241.46,68207.9,29.87112899774509
2.7,2.0,1.56,75.92,127.27,252.8,75706.6,30.27416494781876
2.59,2.2,1.79,75.27,127.38,260.13,69976.1,30.72179324442091
2.76,1.79,1.35,75.21,127.28,245.3,65180.9,27.783425945155457
2.76,1.77,1.41,76.18,127.79,248.06,70535.9,28.718464315154804
2.71,2.07,1.36,76.44,128.09,289.37,75086.7,32.89224692199453
2.64,2.19,1.41,75.78,127.78,288.18,63959.6,31.53614252515736
2.52,2.01,1.72,75.7,127.61,249.47,75848.8,28.253393488743043
2.64,1.96,1.35,75.64,127.29,282.47,72500.0,30.40187721185994
2.85,2.23,1.47,76.1,127.58,243.49,66672.4,31.543899587978174
2.59,1.79,1.52,75.88,128.52,256.21,76674.8,27.948799819674903
2.55,2.27,1.52,75.73,127.68,240.52,64188.9,27.32322939173021
2.83,1.99,1.62,76.26,128.46,278.37,76337.5,34.7117460001278
2.63,1.75,1.57,75.22,127.96,278.25,72947.3,29.99791012291992
2.76,2.09,1.53,75.21,127.97,277.85,63074.3,32.394941687856615
2.57,2.25,1.41,76.0,128.11,261.88,68278.9,29.170099850213617
2.71,2.03,1.45,75.27,127.46,259.5,74901.4,30.524235383587964
2.51,1.79,1.77,76.05,128.27,273.5,63847.7,28.117248707473735
2.64,1.97,1.7,76.42,128.48,279.86,73580.5,32.021500238423144
2.87,1.94,1.3,76.38,128.14,278.19,66001.4,32.80377431969801
2.85,2.24,1.73,76.49,127.35,271.19,69619.2,35.41799248921514
2.53,2.05,1.48,76.57,127.46,289.06,63570.0,29.46466985624211
2.65,2.14,1.72,75.81,128.11,283.94,69024.6,33.044544930464625
2.8,1.76,1.27,75.7,127.78,250.47,72709.4,29.00447149331997
2.52,2.02,1.68,76.31,127.28,248.66,65629.8,27.15850948159887
2.75,1.89,1.3,75.84,128.23,258.02,75979.1,29.897450127297773
2.66,1.82,1.45,76.18,128.41,292.58,71302.0,31.307395772879616
2.73,1.89,1.55,76.14,127.64,250.62,67656.0,29.38616764895444
2.9,1.71,1.54,76.21,128.53,288.72,70509.5,34.49226436644922
2.53,1.9,1.71,75.92,127.23,263.98,64247.9,27.926298710533345
2.53,2.14,1.38,75.68,127.53,286.87,76063.3,30.521183446719036
2.76,1.97,1.41,75.21,127.31,279.9,64713.6,31.468455304926536
2.69,1.79,1.44,76.14,128.52,281.48,76007.6,31.062823777422594
2.8,2.14,1.66,75.36,127.54,272.0,76654.0,34.42130056935396
2.8,1.74,1.56,75.67,128.49,272.53,66223.4,31.459275340246407
2.63,1.72,1.54,75.58,128.57,251.13,71163.2,27.443621106728486
2.76,2.23,1.23,75.22,127.68,271.4,65359.1,31.3646838081374
2.9,1.84,1.7,76.13,127.88,291.79,66553.3,35.726792389019536
2.84,1.8,1.68,75.22,127.55,254.98,68594.7,31.38635510666502
2.54,1.92,1.68,75.57,128.47,292.13,64879.7,30.430518359281635
2.53,1.72,1.6,76.05,127.81,276.02,65111.3,27.615143790231926
2.54,2.08,1.58,76.1,127.97,246.6,66349.1,27.23680760209284
2.56,1.78,1.68,76.33,127.86,275.04,74425.6,29.431044705834395
2.84,1.88,1.61,75.45,127.21,263.01,70280.7,32.26241932298986
2.77,1.84,1.67,75.66,128.13,266.0,68364.6,31.571835961075593
2.86,1.89,1.56,75.36,127.27,241.21,72138.6,30.678821414780444
2.53,2.28,1.2,75.92,127.53,290.21,74575.2,30.510353792675417
2.74,1.74,1.73,76.38,128.01,279.58,68046.9,32.064543951591716
2.69,1.96,1.39,76.44,128.58,284.83,73995.9,31.784229994438604
2.62,2.29,1.35,75.58,127.45,267.17,72500.2,30.473202127537164
2.83,2.03,1.73,75.77,127.72,278.15,63224.9,34.15209274732088
2.82,1.91,1.22,76.07,127.7,280.23,69584.0,31.918979791592008
2.84,2.23,1.24,76.0,128.36,271.44,66165.4,32.89071016584235
2.74,2.26,1.42,76.28,127.68,251.86,73602.5,31.186693961709878
2.68,1.96,1.41,76.39,128.02,286.65,65020.7,31.070012208942515
2.51,1.8,1.8,75.32,127.75,278.12,63295.1,28.55571771218611
2.55,1.76,1.58,76.38,127.44,290.41,75447.6,29.986578011118084
2.61,2.1,1.22,75.38,127.81,269.13,67786.6,28.745071970543634
2.83,1.84,1.24,76.45,128.35,252.63,72900.7,29.906344271394985
2.51,2.01,1.26,76.31,127.54,268.0,73561.8,27.36054567324227
2.84,2.05,1.5,76.56,127.35,259.8,67208.5,32.21715993063658
2.8,2.09,1.32,75.67,128.47,252.9,66605.0,30.486302965515577
2.87,2.03,1.39,75.52,127.46,270.18,67637.5,32.808484706861194
2.89,2.29,1.32,75.73,128.49,276.71,68169.0,34.82768734417262
2.82,1.94,1.53,76.29,128.19,240.69,64612.5,29.812013619540338
2.57,2.26,1.41,75.33,128.1,262.19,72687.8,29.652028803017814
2.79,1.76,1.39,76.58,127.76,276.34,72095.1,31.433634345427052
2.68,2.21,1.62,76.49,127.6,241.32,67582.4,29.629811277196566
2.87,2.04,1.57,76.09,127.64,292.61,63095.8,35.291186040047435
2.79,1.83,1.67,75.96,128.14,260.63,74680.5,31.894690569022103
2.74,1.99,1.28,75.37,127.21,247.85,73855.3,29.003685485523036
2.55,2.07,1.21,76.17,128.41,293.58,66617.8,29.542338400983297
2.78,1.92,1.6,76.33,127.55,276.9,74224.9,33.18024346902537
2.54,1.86,1.72,76.22,128.27,289.53,70260.3,30.530761822105163
2.73,2.14,1.25,76.08,128.47,258.5,66631.4,29.92891490160487
2.51,2.19,1.74,75.79,128.08,243.98,73259.7,28.391603944786382
2.67,2.2,1.3,75.84,128.17,282.16,63460.7,31.13540351933348
2.9,2.12,1.39,76.55,128.22,252.0,65042.1,32.19425862348267
2.69,2.2,1.21,76.02,127.33,292.16,63610.2,31.58942224516143
2.74,1.79,1.79,75.38,128.46,242.27,67632.4,29.322800909679657
2.71,2.14,1.24,75.36,127.9,281.9,65598.2,31.241065417151233
2.52,1.76,1.26,75.67,127.59,281.98,73423.8,27.42729106012105
2.56,2.29,1.71,76.35,127.83,266.9,70659.5,31.074003524483444
2.6,2.07,1.56,75.43,128.43,262.64,70428.9,29.665809832690414
2.83,1.73,1.6,75.76,127.35,276.01,71923.9,32.69471871083677
2.88,1.89,1.52,76.48,128.22,244.29,76770.4,31.5636802757776
2.72,1.87,1.77,75.7,127.36,290.99,69593.1,33.49910682606544
2.82,1.8,1.8,75.6,127.59,290.46,70149.3,34.838115660645784
2.89,2.03,1.29,76.56,127.79,254.58,73669.9,32.00835834223581
2.73,1.76,1.76,75.45,128.34,278.39,76547.8,32.70707595296899
2.74,1.72,1.68,75.26,128.3,276.91,68901.0,31.504433950463252
2.57,2.03,1.21,75.66,127.71,286.21,74606.8,29.68843102551564
2.8,1.94,1.58,76.07,128.2,269.83,68145.0,32.449347248304505
2.62,2.03,1.75,76.18,128.44,269.31,72585.1,31.297023905572203
2.54,1.92,1.3,75.53,127.59,276.23,65712.3,27.533246290107925
2.71,2.22,1.49,76.5,127.32,244.68,70147.9,29.99183062794812
2.88,1.76,1.67,75.48,127.43,243.61,69884.7,30.942218653499097
2.66,1.82,1.24,76.22,127.97,253.26,67080.8,26.973544421762156
2.79,2.2,1.5,76.0,127.3,280.07,70118.6,33.990201089410064
2.7,1.75,1.69,75.38,127.49,271.06,76949.0,31.275275421370523
2.67,2.09,1.27,75.78,128.12,268.09,65700.5,29.557230886731148
2.76,1.79,1.2,75.83,128.09,275.64,63672.9,29.60778861149386
2.57,2.05,1.28,75.75,127.21,268.55,74274.7,28.60084532538754
2.58,2.29,1.27,76.23,127.94,273.53,68455.7,29.80973752387679
2.54,1.95,1.66,75.39,127.23,261.92,63512.3,27.827659225172923
2.6,2.14,1.71,76.55,128.5,285.43,74803.1,32.87085374253134
2.72,2.23,1.28,76.52,127.9,245.71,68140.5,29.288650418643172
2.68,2.03,1.74,76.29,127.77,278.75,75233.5,33.11644757197685
2.86,2.27,1.2,75.98,128.29,241.23,72546.8,31.050291710393438
2.54,2.05,1.25,75.77,128.5,268.48,68813.2,27.787105651288996
2.81,1.96,1.49,75.23,127.89,263.48,67039.1,31.49497508512134
2.73,2.15,1.21,76.2,127.56,251.74,69188.1,29.320280065520663
2.73,2.0,1.74,76.34,127.62,273.74,64132.5,32.35170915369322
2.77,1.72,1.59,75.86,127.84,279.18,73984.8,32.19922183764477
2.68,2.21,1.63,76.39,128.48,261.33,76872.8,32.148761167414094
2.8,1.98,1.65,76.41,127.72,263.3,63264.8,31.989302769491886
2.54,2.12,1.4,75.65,128.28,268.51,71948.8,28.977238434077847
2.76,2.09,1.72,76.29,127.21,256.36,69545.4,32.07453960252322
2.68,2.21,1.27,76.5,127.98,259.92,76547.2,30.38501029691743
2.78,2.09,1.65,75.46,127.87,249.11,75335.4,31.84073575378359
2.76,2.3,1.25,75.29,127.29,259.4,72167.5,31.266517047425012
2.69,2.18,1.4,75.99,128.12,278.53,66486.9,31.729466207143744
2.56,2.02,1.74,76.29,127.63,275.01,70769.2,30.5623831881788
2.89,2.21,1.52,75.26,127.26,259.48,67814.2,33.4162108251805
2.7,1.78,1.33,76.16,127.99,243.68,64875.2,26.8185960743336
2.89,1.81,1.32,76.53,127.57,252.74,71081.3,30.844015896579165
2.77,1.92,1.65,76.27,128.3,275.73,76494.6,33.38835403239871
2.83,2.17,1.37,75.34,127.21,278.14,76210.7,34.04531675678227
2.88,1.94,1.52,76.39,128.47,258.99,63237.6,32.129539841414
2.68,1.84,1.68,75.66,127.27,255.32,63175.5,28.91495623801832
2.73,1.78,1.36,76.33,127.33,263.61,76438.1,29.790563644334114
2.57,2.1,1.7,75.8,128.47,272.53,66859.0,30.48348013663049
2.66,1.89,1.77,75.83,127.2,284.66,72360.4,32.433600794317115
2.74,2.18,1.23,75.32,127.59,266.77,68440.6,30.757967927834173
2.74,2.14,1.57,76.36,128.28,288.01,70108.7,34.175976719643316
2.83,1.84,1.71,75.29,128.05,256.47,75156.7,32.27223161682919
2.77,2.28,1.31,75.79,128.04,262.04,70297.4,31.87307205723978
2.73,2.3,1.21,75.52,127.27,281.71,67977.4,32.13807972129605
2.77,1.9,1.69,75.34,128.04,278.27,69564.3,33.015953042261074
2.52,1.82,1.22,75.88,127.38,260.93,67405.0,25.46016028121217
2.52,2.22,1.24,76.1,127.64,243.23,73287.7,26.52121181848902
2.56,2.0,1.39,76.37,127.52,248.13,63000.5,26.192429698980234
2.54,2.06,1.74,75.99,127.9,287.88,66102.3,31.100763280930508
2.52,2.12,1.47,75.63,128.09,289.71,68239.0,30.29081566129703
2.76,1.88,1.62,76.42,127.61,282.37,71429.4,33.01736269592875
2.86,2.03,1.47,76.04,127.61,248.68,71259.8,31.62260600476789
2.5,1.84,1.32,76.29,128.36,276.79,69179.2,27.0068956716852
2.64,2.11,1.51,76.1,128.57,245.37,67617.9,28.550505447995263
2.57,1.9,1.71,75.43,128.43,240.92,71830.7,27.36732086829359
2.64,2.16,1.73,76.54,127.43,288.78,75167.7,33.867145199979134
2.59,1.75,1.45,75.82,127.99,243.95,65268.3,25.62214409785163
2.8,1.75,1.55,76.08,128.18,280.61,73759.4,32.75140408416401
2.51,2.12,1.51,76.27,128.58,253.48,68120.9,27.428418647608467
2.55,2.06,1.42,75.27,127.99,282.0,71464.1,29.901866251361255
2.77,2.28,1.23,75.98,128.21,268.67,76507.9,32.60794362015777
2.53,2.12,1.3,75.46,127.42,255.28,70386.3,27.145652793376215
2.58,2.18,1.58,75.81,128.15,245.72,63599.3,27.993189325482447
2.66,2.02,1.57,76.11,127.47,257.53,73601.0,30.07839948931378
2.82,1.91,1.53,76.05,128.49,246.84,66609.0,30.332197566149446
2.59,2.04,1.74,76.31,127.54,290.36,70276.1,32.28926717185273
2.84,1.84,1.52,76.53,128.03,241.82,72152.5,30.25705857305816
2.52,2.23,1.56,75.52,128.59,254.83,64808.2,28.221993496663416
2.62,2.03,1.23,75.51,127.89,243.31,75730.1,27.24811556133814
2.59,2.03,1.68,75.4,127.48,247.82,67414.1,28.263587304751994
2.83,1.74,1.69,75.42,128.11,269.45,75888.1,32.92226971989028
2.7,1.76,1.76,75.53,127.4,256.38,70158.2,29.870103074119427
2.81,1.76,1.58,75.82,127.73,257.63,75453.4,31.24595842659535
2.66,2.23,1.66,76.15,127.7,275.42,70394.9,32.701349496113565
2.64,1.78,1.52,76.18,128.18,250.85,64636.3,27.242327710796033
2.53,1.87,1.53,75.76,127.5,252.58,69288.3,26.615872405598978
2.85,2.26,1.39,75.4,127.99,265.45,70107.9,33.446067281166464
2.85,2.14,1.69,75.45,127.89,243.46,63730.2,31.766868453297164
2.67,2.03,1.7,76.41,127.81,270.29,75128.1,32.059100692095356
2.51,1.71,1.42,75.37,127.21,255.76,66197.9,25.126092347567877
2.87,1.7,1.57,76.25,127.97,265.05,74885.2,32.434813489318415
2.77,1.88,1.62,75.9,128.0,287.5,71067.2,33.574812323402924
2.67,1.89,1.74,75.28,127.45,258.03,67222.2,29.785856113742923
2.88,1.76,1.63,75.46,127.63,260.58,69064.7,32.142446327547376
2.9,2.3,1.74,76.08,128.4,256.34,65511.0,34.89791061441072
2.88,2.22,1.37,76.52,127.84,282.94,64997.9,34.80235849255651
2.85,1.93,1.25,76.57,127.64,285.85,74437.3,33.42424055883369
2.59,2.1,1.61,76.51,128.39,275.89,70820.0,30.93607061470796
2.72,1.77,1.65,75.87,127.49,240.96,64096.6,28.04035766688294
2.7,2.09,1.57,76.15,127.66,258.79,75388.2,31.235469638033763
2.85,1.78,1.48,76.1,128.35,290.75,69604.9,33.868818866878954
2.65,1.97,1.62,75.89,127.51,287.65,73403.1,32.35127038882486
2.85,1.83,1.66,75.92,128.32,258.03,69652.3,32.123709713607084
2.76,1.78,1.61,76.05,127.48,242.47,66942.1,28.859667130330834
2.84,2.13,1.72,76.06,127.21,272.49,68319.3,34.642338700900794
2.66,2.08,1.55,75.35,128.31,276.37,64788.3,31.133377114824796
2.52,1.9,1.66,76.0,127.24,250.75,70333.9,27.093686133674694
2.9,1.83,1.23,75.36,128.52,270.96,69980.5,32.08404548348172
2.74,2.1,1.56,76.5,128.31,284.61,73654.4,33.93094170057698
2.5,1.88,1.31,76.56,127.73,284.98,69857.5,27.723310638347883
2.61,1.88,1.45,76.28,127.98,267.82,75859.2,29.202273888460084
