sample,outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs
4593,2.72,1.97,1.38,75.38,127.91,266.93,64150.1
4594,2.67,2.18,1.49,75.92,127.63,240.40,72432.1
4595,2.78,2.10,1.41,75.62,128.17,247.49,67761.1
4596,2.90,1.91,1.58,75.90,127.93,286.21,75342.6
4597,2.62,2.25,1.50,76.03,127.41,273.69,72696.4
4598,2.76,1.86,1.40,76.16,127.66,273.36,74805.3
4599,2.57,1.76,1.29,76.16,127.48,289.50,76779.0
4600,2.73,2.22,1.53,75.33,128.45,270.81,75655.1
4601,2.62,1.80,1.70,75.73,127.88,276.90,67554.9
4602,2.64,1.78,1.41,75.35,127.22,278.05,73242.5
4603,2.83,2.14,1.49,75.49,127.73,282.72,67237.7
4604,2.72,1.82,1.74,75.83,127.81,270.09,74415.7
4605,2.51,1.74,1.59,76.60,127.60,240.43,70776.1
4606,2.58,1.95,1.66,76.37,128.43,252.98,70252.2
4607,2.61,1.71,1.62,76.11,127.36,272.27,63335.8
4608,2.89,1.83,1.60,75.32,127.21,274.99,67153.7
4609,2.76,1.75,1.46,76.03,128.06,277.48,70968.6
4610,2.62,2.18,1.28,75.59,128.55,247.64,68218.0
4611,2.61,1.89,1.49,75.63,128.29,289.09,73343.7
4612,2.76,1.80,1.38,76.54,128.27,279.81,69180.2
4613,2.79,1.76,1.76,76.47,128.00,272.26,66040.8
4614,2.59,1.96,1.49,76.53,128.27,261.77,70632.2
4615,2.55,1.95,1.38,75.65,127.78,250.24,74825.8
4616,2.67,2.04,1.47,76.03,127.83,283.88,72638.3
4617,2.89,1.71,1.69,75.77,127.98,242.89,63857.3
4618,2.59,1.88,1.46,75.33,128.24,250.69,75321.8
4619,2.79,1.91,1.76,76.58,127.35,263.67,74352.7
4620,2.52,1.79,1.77,75.25,127.21,281.87,76653.1
4621,2.51,2.26,1.24,76.43,127.22,243.03,69399.4
4622,2.80,2.18,1.80,75.46,128.38,245.38,66152.2
4623,2.85,2.19,1.70,75.51,128.59,254.63,66407.7
4624,2.76,1.91,1.65,75.94,127.97,242.08,66553.4
4625,2.78,1.71,1.52,75.47,127.61,244.10,71079.0
4626,2.90,2.06,1.80,75.40,127.89,268.13,74883.1
4627,2.55,1.71,1.24,76.56,128.50,270.64,74823.2
4628,2.74,2.21,1.76,75.88,128.40,256.03,70677.3
4629,2.57,2.06,1.66,75.50,128.41,288.45,63106.0
4630,2.84,1.71,1.36,75.58,127.94,283.89,66170.5
4631,2.54,1.84,1.72,76.37,128.00,282.86,73055.9
4632,2.87,1.84,1.33,76.31,127.42,287.93,65449.9
4633,2.73,1.73,1.47,76.04,128.45,247.57,74965.6
4634,2.80,1.78,1.77,75.63,127.76,264.63,68141.1
4635,2.64,1.85,1.54,75.84,127.92,287.50,71175.8
4636,2.69,2.26,1.25,76.31,127.30,268.21,69461.6
4637,2.77,2.25,1.34,75.40,127.57,289.10,76337.3
4638,2.87,1.77,1.56,75.85,127.28,270.59,73602.7
4639,2.65,1.77,1.51,75.85,128.31,272.67,68551.4
4640,2.78,1.76,1.76,75.73,127.70,246.23,74825.7
4641,2.84,2.29,1.68,76.18,127.38,267.02,74284.4
4642,2.89,2.16,1.72,75.69,127.34,272.79,63153.9
4643,2.55,2.06,1.45,76.44,128.39,273.48,64708.9
4644,2.56,1.87,1.49,75.27,127.73,281.91,75928.4
4645,2.78,1.83,1.25,76.12,127.26,244.63,63106.9
4646,2.63,2.19,1.67,75.63,127.98,283.54,74688.3
4647,2.85,1.87,1.59,75.56,127.85,244.80,73665.1
4648,2.66,1.93,1.61,76.46,127.57,258.64,75128.9
4649,2.53,1.99,1.42,76.26,127.74,265.13,74512.7
4650,2.50,2.12,1.65,76.07,127.72,287.40,72142.1
4651,2.62,2.06,1.66,75.67,127.89,259.59,75802.7
4652,2.81,2.19,1.40,75.54,127.59,271.11,63553.3
4653,2.62,2.00,1.36,76.29,128.29,283.66,75423.4
4654,2.56,2.17,1.29,76.16,128.43,278.28,70639.2
4655,2.77,1.73,1.58,75.75,128.15,258.15,68821.7
4656,2.65,2.14,1.77,75.57,127.34,267.39,66216.7
4657,2.75,1.75,1.71,75.31,128.02,275.47,66705.5
4658,2.64,1.87,1.31,75.31,127.55,252.42,65047.8
4659,2.76,2.03,1.74,75.99,127.95,293.28,64515.6
4660,2.61,2.24,1.27,76.41,127.30,288.95,69344.3
4661,2.79,1.96,1.40,75.39,127.80,250.89,72372.6
4662,2.74,2.26,1.28,75.70,128.26,281.94,66106.8
4663,2.57,1.75,1.32,76.57,128.26,273.62,63367.2
4664,2.64,2.29,1.46,75.48,127.63,261.11,68582.1
4665,2.59,1.94,1.44,76.33,127.46,293.18,70425.1
4666,2.70,1.89,1.53,75.63,127.74,246.18,65087.7
4667,2.59,1.92,1.68,75.23,127.39,258.53,68886.4
4668,2.63,1.75,1.59,76.05,127.30,271.07,72520.4
4669,2.89,1.78,1.47,75.64,127.72,270.12,76434.4
4670,2.86,2.12,1.69,76.43,127.30,268.22,73083.8
4671,2.59,2.17,1.67,75.74,128.33,273.55,65264.6
4672,2.77,1.73,1.34,76.19,127.66,287.22,72591.2
4673,2.73,1.85,1.32,75.32,127.45,265.00,68724.4
4674,2.54,1.75,1.29,75.46,127.78,262.95,73185.5
4675,2.83,2.12,1.60,75.92,128.29,271.93,76772.7
4676,2.75,2.27,1.60,76.29,128.44,254.51,76036.1
4677,2.90,2.29,1.59,75.93,128.28,273.64,71612.6
4678,2.89,1.79,1.26,76.41,128.34,259.85,74277.0
4679,2.60,2.21,1.53,75.57,127.66,291.26,75767.6
4680,2.85,2.12,1.80,76.19,127.68,242.73,73942.7
4681,2.80,1.79,1.47,75.49,128.54,247.70,71869.0
4682,2.68,1.91,1.54,76.34,127.66,249.49,64694.9
4683,2.56,1.98,1.36,75.60,127.61,289.71,72445.4
4684,2.51,1.95,1.31,76.56,128.40,275.27,70490.4
4685,2.64,2.02,1.24,75.86,128.32,280.29,64869.3
4686,2.88,2.25,1.71,76.14,128.44,244.28,69532.6
4687,2.70,2.19,1.76,75.48,128.48,292.77,65454.8
4688,2.66,1.90,1.40,75.62,127.21,247.60,72482.0
4689,2.58,2.22,1.33,76.38,127.50,274.59,73454.2
4690,2.65,2.04,1.50,76.01,127.85,275.25,63654.4
4691,2.77,2.28,1.23,75.44,128.47,243.58,76072.9
4692,2.79,2.29,1.50,75.62,127.68,268.68,65882.6
4693,2.87,2.19,1.37,76.25,128.46,278.53,72010.3
4694,2.76,1.77,1.39,75.20,128.24,253.07,75741.4
4695,2.86,2.14,1.26,75.61,128.43,284.34,76386.1
4696,2.71,1.85,1.44,75.99,128.43,259.81,68259.7
4697,2.83,1.84,1.25,75.32,127.69,245.56,64222.5
4698,2.54,2.24,1.46,76.04,128.20,267.78,74014.4
4699,2.66,2.23,1.22,75.58,128.47,244.83,73368.3
4700,2.55,2.07,1.62,75.74,128.23,245.99,65493.5
4701,2.72,1.80,1.26,75.33,127.46,285.31,70075.6
4702,2.84,1.81,1.34,75.84,127.63,252.74,67556.4
4703,2.78,2.22,1.63,75.96,128.49,291.57,76537.6
4704,2.73,1.71,1.64,75.67,127.51,277.60,71075.3
4705,2.63,1.73,1.23,75.86,128.13,273.09,66929.3
4706,2.73,2.25,1.39,76.14,127.27,277.71,66734.5
4707,2.56,1.81,1.41,75.53,128.14,273.09,73142.7
4708,2.70,1.83,1.55,75.29,127.51,276.91,72903.5
4709,2.75,1.73,1.27,76.03,128.31,284.19,74435.0
4710,2.55,2.24,1.65,75.55,127.65,254.05,74776.0
4711,2.81,2.11,1.80,75.25,127.74,257.08,76121.9
4712,2.83,1.87,1.22,75.92,127.44,277.61,70497.8
4713,2.76,1.77,1.34,75.33,127.69,242.56,74278.5
4714,2.76,2.02,1.61,75.22,127.66,282.46,70289.5
4715,2.60,2.15,1.34,76.00,127.57,269.57,69733.3
4716,2.88,1.73,1.51,75.48,128.14,285.41,64356.4
4717,2.85,2.14,1.41,75.57,128.44,273.98,71606.4
4718,2.55,2.29,1.53,76.35,128.43,247.80,69670.0
4719,2.63,1.75,1.54,75.49,127.95,245.97,74757.8
4720,2.80,1.94,1.64,75.78,128.15,288.21,72799.9
4721,2.71,1.82,1.62,76.56,128.25,279.36,69145.1
4722,2.56,2.00,1.20,76.05,127.60,283.80,76161.6
4723,2.54,2.21,1.54,75.96,127.90,272.66,67415.7
4724,2.81,2.21,1.47,75.28,127.86,277.60,66401.5
4725,2.50,2.18,1.30,76.01,127.47,282.66,66946.4
4726,2.71,1.76,1.53,75.72,128.36,283.77,72975.3
4727,2.75,1.95,1.57,76.05,128.42,260.86,64926.3
4728,2.64,1.88,1.29,75.29,128.17,259.78,65674.6
4729,2.59,1.84,1.60,75.92,128.41,268.58,73435.1
4730,2.83,2.01,1.76,76.05,128.32,267.15,67919.2
4731,2.61,1.98,1.31,75.43,127.48,290.35,67390.6
4732,2.66,2.20,1.28,75.86,127.43,290.93,75979.3
4733,2.54,1.90,1.45,75.58,128.55,257.57,64006.2
4734,2.54,2.27,1.49,76.24,127.21,247.48,66167.6
4735,2.56,1.76,1.25,76.13,128.44,284.68,64556.7
4736,2.56,1.94,1.24,76.33,128.56,284.82,76913.5
4737,2.67,2.16,1.66,76.31,127.71,261.92,65141.7
4738,2.52,1.81,1.52,76.32,127.93,285.96,74623.5
4739,2.51,2.30,1.36,76.44,127.54,271.45,70700.5
4740,2.59,2.07,1.27,76.57,127.98,265.20,72317.1
4741,2.50,2.16,1.72,75.70,127.31,261.70,70941.0
4742,2.69,2.10,1.65,76.56,128.13,248.41,68759.3
4743,2.74,2.20,1.28,76.38,127.42,241.45,71429.9
4744,2.50,1.73,1.38,76.22,127.75,280.69,64308.1
4745,2.55,1.98,1.50,75.98,127.32,249.62,70254.3
4746,2.88,1.70,1.70,75.28,127.61,268.06,68479.7
4747,2.76,1.87,1.70,76.26,127.68,250.33,72107.0
4748,2.82,1.71,1.22,76.45,128.42,272.28,72613.0
4749,2.73,2.15,1.71,75.77,128.16,269.93,73380.2
4750,2.52,1.78,1.62,75.28,128.15,286.54,69610.0
4751,2.81,1.83,1.21,75.57,127.34,276.62,75849.9
4752,2.50,2.03,1.30,76.46,127.38,271.94,65600.0
4753,2.58,2.07,1.69,75.63,128.55,253.59,71427.3
4754,2.60,1.92,1.75,75.77,127.98,288.96,70954.3
4755,2.58,2.30,1.62,75.68,128.08,280.51,68278.6
4756,2.81,2.07,1.40,76.41,128.05,266.98,70368.5
4757,2.90,1.87,1.34,76.17,128.33,244.71,68829.3
4758,2.63,1.95,1.61,75.35,127.22,252.59,75184.5
4759,2.59,1.83,1.75,75.77,127.89,285.11,75080.2
4760,2.58,1.89,1.26,76.17,128.19,286.40,71264.3
4761,2.79,1.75,1.55,76.37,127.40,267.87,73429.6
4762,2.72,2.22,1.67,75.39,127.36,275.60,67035.2
4763,2.64,1.81,1.31,75.73,127.25,241.66,74079.9
4764,2.80,2.13,1.58,76.16,127.95,272.21,73859.5
4765,2.82,2.13,1.54,76.44,127.38,249.05,68773.2
4766,2.86,1.76,1.33,76.59,128.51,280.47,75622.4
4767,2.85,1.76,1.28,75.84,127.97,264.39,76268.2
4768,2.73,1.89,1.27,76.10,128.24,276.36,69583.4
4769,2.67,2.09,1.78,76.43,128.21,249.88,75347.7
4770,2.76,1.96,1.47,75.97,128.01,247.78,70982.5
4771,2.73,1.95,1.41,76.43,128.08,264.41,71003.2
4772,2.73,1.86,1.40,75.62,128.29,266.80,76030.5
4773,2.59,1.95,1.33,75.37,127.42,285.17,65663.8
4774,2.84,2.23,1.43,75.45,128.57,250.54,65297.3
4775,2.51,1.88,1.29,75.87,127.31,263.38,68867.8
4776,2.83,2.23,1.57,75.28,128.33,244.41,72409.8
4777,2.75,2.22,1.64,75.51,127.93,271.39,75903.2
4778,2.69,2.16,1.21,75.95,128.12,285.30,71835.9
4779,2.81,1.82,1.33,76.43,128.59,290.71,73243.8
4780,2.67,1.72,1.21,76.14,127.84,255.91,63498.6
4781,2.55,1.95,1.53,75.45,128.01,242.95,70745.0
4782,2.73,2.06,1.65,75.66,128.18,260.74,72872.0
4783,2.82,2.16,1.79,76.03,128.27,251.09,75035.2
4784,2.55,1.83,1.55,76.59,128.37,270.04,74266.5
4785,2.89,2.04,1.39,76.52,127.63,263.71,63620.2
4786,2.56,1.83,1.74,76.09,127.40,271.38,68265.1
4787,2.55,2.13,1.47,76.53,128.37,260.23,67235.9
4788,2.72,1.74,1.59,76.02,127.20,264.84,75890.9
4789,2.74,1.94,1.65,76.23,128.15,265.98,67840.7
4790,2.72,1.71,1.70,75.68,127.71,284.81,73316.4
4791,2.54,1.72,1.27,75.90,128.12,259.36,70491.1
4792,2.73,2.06,1.65,76.49,128.58,281.73,66291.1
4793,2.89,2.28,1.28,76.41,128.12,266.31,65848.2
4794,2.78,1.80,1.28,75.88,128.06,258.82,68057.4
4795,2.82,1.75,1.52,75.66,127.68,246.94,72706.9
4796,2.85,2.13,1.64,76.48,128.02,282.53,73388.1
4797,2.73,2.24,1.36,75.87,128.38,292.98,72360.4
4798,2.56,2.16,1.69,75.45,128.20,269.18,73325.1
4799,2.77,1.73,1.60,76.02,127.33,248.44,70935.2
4800,2.54,2.14,1.46,75.28,127.68,273.76,70163.5
4801,2.54,2.13,1.26,76.52,128.32,257.71,74975.3
4802,2.84,1.75,1.33,75.24,127.48,288.45,75474.1
4803,2.54,1.96,1.67,76.44,127.21,260.70,69239.0
4804,2.88,2.24,1.78,76.34,127.93,255.82,64175.3
4805,2.55,2.14,1.27,76.38,127.81,264.74,64883.2
4806,2.62,1.73,1.62,75.98,128.28,269.29,68198.3
4807,2.84,1.85,1.27,76.13,127.85,243.73,65234.3
4808,2.89,2.29,1.43,76.14,127.98,264.73,70045.5
4809,2.66,2.22,1.76,76.36,128.10,275.29,68440.4
4810,2.60,1.82,1.27,75.38,128.04,246.21,75675.5
4811,2.78,1.84,1.64,75.37,127.97,266.46,73751.6
4812,2.54,1.70,1.57,75.25,127.46,270.35,72281.2
4813,2.66,1.93,1.30,75.83,127.68,243.08,65686.4
4814,2.70,1.92,1.26,76.28,128.21,263.99,67251.5
4815,2.57,2.07,1.41,76.59,127.93,259.67,67260.8
4816,2.78,2.18,1.49,76.43,127.30,268.06,71181.5
4817,2.72,2.00,1.62,75.66,127.43,251.72,63805.5
4818,2.83,1.96,1.57,75.39,127.74,273.52,66733.0
4819,2.83,1.90,1.68,76.50,128.21,262.72,68681.6
4820,2.74,1.87,1.56,75.60,128.01,285.72,74937.6
4821,2.63,2.20,1.73,75.33,127.98,285.47,67471.0
4822,2.76,1.74,1.24,76.13,127.61,265.70,67784.3
4823,2.61,1.76,1.71,75.51,128.05,278.66,63618.1
4824,2.72,2.10,1.67,75.53,127.91,264.66,70689.9
4825,2.72,1.95,1.30,75.77,127.45,259.32,70644.7
4826,2.64,2.27,1.52,75.61,128.56,272.17,72545.2
4827,2.69,2.28,1.36,75.56,127.57,255.81,71784.6
4828,2.56,1.82,1.63,75.63,127.74,255.08,68747.0
4829,2.88,2.29,1.20,75.35,128.11,247.07,74522.1
4830,2.81,1.88,1.51,75.33,128.34,259.50,73347.0
4831,2.56,2.20,1.37,75.95,127.40,287.53,74651.3
4832,2.62,1.94,1.24,75.85,128.10,254.98,73493.7
4833,2.68,1.81,1.68,76.25,128.37,279.93,66384.5
4834,2.88,1.71,1.43,75.70,127.35,242.85,73208.3
4835,2.52,2.18,1.28,76.35,128.35,283.49,74111.6
4836,2.81,2.17,1.58,75.92,127.65,283.42,69415.9
4837,2.79,1.87,1.70,76.09,128.11,243.57,68208.8
4838,2.58,1.78,1.66,75.79,127.21,260.06,69327.7
4839,2.76,2.27,1.22,76.59,128.09,256.31,63926.1
4840,2.84,1.89,1.23,75.21,127.54,263.40,76390.1
4841,2.74,1.84,1.31,76.04,128.44,285.90,74216.9
4842,2.85,1.79,1.53,76.53,127.44,241.10,65359.3
4843,2.61,1.87,1.77,75.55,127.92,262.47,76183.6
4844,2.56,1.76,1.30,75.27,128.50,281.09,67948.0
4845,2.83,1.93,1.44,76.21,128.26,287.96,74480.2
4846,2.63,2.23,1.69,75.60,128.03,270.03,76461.2
4847,2.66,1.83,1.59,76.59,127.47,260.21,74546.5
4848,2.64,2.29,1.78,76.23,127.65,292.05,70902.3
4849,2.62,1.85,1.52,75.23,127.34,250.01,75351.0
4850,2.84,2.21,1.29,76.41,127.89,291.92,71446.1
4851,2.63,1.89,1.70,75.97,127.71,255.67,69515.6
4852,2.70,1.77,1.22,75.45,128.41,260.50,76395.0
4853,2.70,2.09,1.47,75.41,127.34,251.81,73900.4
4854,2.61,2.10,1.30,76.08,127.23,254.90,64741.0
4855,2.55,1.75,1.35,75.25,127.97,262.50,68595.1
4856,2.55,1.79,1.79,76.18,128.25,243.04,68477.0
4857,2.51,2.04,1.45,75.79,128.23,250.89,68516.1
4858,2.56,2.29,1.47,75.59,127.64,265.77,64164.9
4859,2.79,1.98,1.68,75.59,127.71,250.40,69597.8
4860,2.62,2.23,1.20,76.06,127.22,271.12,64576.9
4861,2.72,2.29,1.55,75.70,128.32,244.09,76503.0
4862,2.68,1.96,1.58,76.19,128.06,284.15,75791.8
4863,2.74,1.88,1.27,75.88,127.61,259.03,67249.0
4864,2.73,1.88,1.24,75.37,127.42,282.76,76899.2
4865,2.54,1.80,1.61,76.38,128.37,259.57,74294.1
4866,2.71,2.28,1.37,75.81,127.29,253.69,72661.8
4867,2.72,1.96,1.77,75.86,128.37,246.19,70248.6
4868,2.66,1.93,1.29,75.79,128.46,254.83,71183.2
4869,2.71,1.83,1.49,76.07,127.46,290.34,69615.0
4870,2.82,1.91,1.78,75.50,127.87,272.81,67091.7
4871,2.88,1.90,1.52,75.52,127.50,285.91,69067.5
4872,2.83,2.08,1.25,76.52,128.08,287.40,72252.9
4873,2.78,2.16,1.24,75.31,127.57,265.22,64556.3
4874,2.60,1.74,1.32,76.30,127.39,280.98,71211.5
4875,2.83,1.72,1.59,75.72,128.10,282.79,73025.9
4876,2.77,1.97,1.48,76.33,127.71,241.64,72772.4
4877,2.52,1.73,1.41,76.06,127.50,271.77,71706.6
4878,2.77,2.00,1.60,75.65,128.50,260.13,76744.7
4879,2.65,2.04,1.26,76.49,128.57,254.48,69319.4
4880,2.52,1.79,1.79,76.54,127.71,268.05,69546.4
4881,2.71,1.77,1.72,76.50,127.94,292.02,67870.2
4882,2.57,2.24,1.79,76.46,127.27,281.79,73770.5
4883,2.81,1.84,1.75,75.89,127.53,278.14,76425.7
4884,2.89,2.16,1.72,76.04,127.42,280.16,72966.9
4885,2.87,2.24,1.31,75.80,128.20,265.48,63231.4
4886,2.59,1.86,1.80,75.26,128.08,248.17,69588.2
4887,2.58,2.27,1.35,75.80,127.73,260.13,70818.6
4888,2.76,2.03,1.48,75.49,127.83,278.75,71531.3
4889,2.81,2.20,1.74,75.78,128.35,245.88,72283.5
4890,2.50,1.91,1.77,76.11,127.87,251.36,71345.2
4891,2.57,1.83,1.56,76.24,127.48,248.63,73102.0
4892,2.78,1.79,1.32,75.51,128.21,245.96,69419.4
4893,2.75,1.75,1.47,76.52,128.46,244.61,68194.7
4894,2.78,2.29,1.36,76.08,127.75,256.40,66601.5
4895,2.66,2.13,1.56,75.40,128.36,288.75,76423.9
4896,2.65,1.72,1.27,76.36,127.42,287.83,76717.7
4897,2.73,2.21,1.61,75.42,128.02,246.33,76525.0
4898,2.66,1.97,1.29,75.42,128.46,271.74,69943.9
4899,2.59,2.24,1.53,75.32,128.48,259.70,71718.9
4900,2.69,2.25,1.79,75.21,128.41,276.00,73125.5
4901,2.81,1.87,1.25,75.25,128.46,250.66,65573.6
4902,2.85,1.80,1.38,75.56,128.25,246.32,64155.4
4903,2.67,2.07,1.69,75.79,127.24,254.32,63253.4
4904,2.74,1.75,1.25,75.74,127.47,291.91,68223.9
4905,2.58,2.08,1.79,75.43,128.44,267.00,72219.4
4906,2.78,1.81,1.53,75.27,127.60,266.23,72625.3
4907,2.70,2.00,1.67,76.37,127.48,288.80,71426.7
4908,2.89,2.00,1.28,75.50,127.26,243.27,63026.3
4909,2.58,1.93,1.73,75.86,128.35,259.83,65871.8
4910,2.82,1.82,1.43,75.47,128.41,293.15,73485.3
4911,2.65,1.94,1.57,75.92,127.30,276.00,66058.2
4912,2.55,1.74,1.66,76.08,127.71,269.26,69655.0
4913,2.76,1.97,1.21,76.29,127.36,252.15,75905.2
4914,2.50,2.25,1.40,76.50,128.02,253.78,68394.2
4915,2.63,2.09,1.67,75.58,128.29,275.54,73426.3
4916,2.60,2.07,1.71,76.52,127.22,283.91,66044.6
4917,2.67,2.25,1.40,75.52,127.49,268.14,69004.6
4918,2.74,1.81,1.25,75.59,128.37,281.51,74821.8
4919,2.85,1.88,1.67,76.21,128.49,281.12,75885.8
4920,2.82,1.79,1.24,75.68,127.82,247.17,66636.6
4921,2.65,1.76,1.62,76.31,128.40,258.23,68103.5
4922,2.75,2.06,1.61,76.45,128.46,267.23,76482.6
4923,2.68,1.96,1.79,75.24,127.70,281.73,68986.9
4924,2.81,1.73,1.68,75.22,127.99,250.60,63130.9
4925,2.52,1.96,1.47,75.54,127.32,282.63,67612.3
4926,2.66,2.10,1.28,75.90,127.52,249.48,67526.3
4927,2.59,2.27,1.70,76.52,127.96,285.07,68260.9
4928,2.79,1.90,1.46,76.49,127.35,276.26,69396.8
4929,2.90,1.84,1.58,75.39,128.60,288.94,68785.6
4930,2.84,2.29,1.55,75.51,128.52,272.71,71284.3
4931,2.70,2.05,1.27,76.05,127.67,244.21,65300.0
4932,2.83,2.19,1.58,76.59,128.48,271.34,69017.8
4933,2.88,1.84,1.40,76.20,128.51,287.82,66766.2
4934,2.63,1.74,1.72,76.02,127.85,245.92,65051.9
4935,2.58,2.09,1.28,76.10,127.90,275.34,66252.4
4936,2.90,1.93,1.73,76.26,128.03,269.79,76351.4
4937,2.70,2.14,1.22,76.43,127.42,277.65,71255.6
4938,2.56,2.11,1.23,76.33,128.24,277.18,74955.7
4939,2.66,2.29,1.62,75.89,127.59,241.87,67321.9
4940,2.55,1.72,1.49,75.38,127.42,264.05,76745.7
4941,2.69,1.96,1.39,75.80,127.98,286.87,74445.0
4942,2.80,2.17,1.45,76.22,128.14,258.15,67202.5
4943,2.55,1.94,1.33,76.40,127.80,250.62,63003.3
4944,2.57,1.98,1.23,75.63,127.36,289.97,70026.6
4945,2.71,1.97,1.32,76.50,128.31,285.78,74042.5
4946,2.86,1.75,1.49,76.07,128.31,268.79,72824.2
4947,2.55,1.99,1.58,75.83,127.34,267.15,65422.3
4948,2.69,2.15,1.75,76.52,128.37,242.68,76060.4
4949,2.67,1.90,1.53,75.24,128.52,283.93,67724.6
4950,2.70,1.85,1.59,76.18,128.31,248.23,74911.4
4951,2.63,1.86,1.53,75.30,127.74,245.03,64086.6
4952,2.56,1.79,1.44,75.23,128.45,257.21,68829.0
4953,2.76,2.07,1.60,75.71,128.46,268.60,74882.5
4954,2.65,2.28,1.79,76.42,127.37,255.16,63583.1
4955,2.61,2.30,1.36,76.47,128.36,293.52,66336.6
4956,2.70,1.77,1.51,75.26,127.56,258.31,66401.5
4957,2.88,2.16,1.28,75.83,127.56,278.72,74422.6
4958,2.56,1.75,1.72,75.30,127.40,249.51,72506.4
4959,2.86,1.80,1.74,76.59,128.59,246.66,70730.6
4960,2.67,2.14,1.42,75.63,128.51,282.46,63402.8
4961,2.84,2.20,1.60,75.30,128.13,292.10,64642.8
4962,2.67,2.27,1.31,75.32,128.51,256.47,72527.6
4963,2.51,1.73,1.46,76.53,128.51,245.16,67522.3
4964,2.85,1.94,1.48,75.66,128.25,286.60,71121.9
4965,2.53,1.84,1.30,76.18,127.56,291.43,65891.9
4966,2.53,1.73,1.62,75.24,128.33,257.27,75214.0
4967,2.68,2.17,1.73,75.20,128.41,269.58,74142.9
4968,2.72,2.23,1.78,75.91,127.49,281.17,63070.2
4969,2.66,1.93,1.38,76.50,127.88,265.72,76909.1
4970,2.70,1.92,1.60,75.89,127.90,286.47,74413.3
4971,2.68,1.82,1.79,75.38,127.24,286.62,67288.2
4972,2.73,2.19,1.24,75.27,128.26,288.22,75879.6
4973,2.75,2.27,1.30,75.32,127.37,248.24,69350.1
4974,2.53,2.02,1.62,75.61,127.72,264.14,69615.2
4975,2.86,2.22,1.28,76.21,128.49,251.03,65582.1
4976,2.58,1.86,1.44,76.13,128.03,254.79,76747.7
4977,2.89,2.20,1.57,76.09,128.45,273.54,64247.4
4978,2.81,1.79,1.43,75.58,128.53,262.05,75434.4
4979,2.89,2.07,1.52,76.22,127.42,290.04,70852.0
4980,2.61,2.08,1.39,75.39,128.19,253.20,64412.7
4981,2.66,2.14,1.70,76.17,128.51,250.11,63788.8
4982,2.53,1.90,1.31,76.35,128.24,246.44,74568.6
4983,2.58,1.73,1.67,76.20,128.33,240.41,63080.9
4984,2.69,1.71,1.53,75.82,127.88,255.67,68450.5
4985,2.88,2.10,1.77,75.63,127.39,260.94,74515.2
4986,2.53,1.93,1.41,76.49,128.21,280.86,63742.1
4987,2.75,1.93,1.71,75.62,127.77,250.27,69094.5
4988,2.81,2.03,1.43,75.72,127.99,287.76,65607.8
4989,2.71,2.15,1.30,75.64,128.47,258.13,75647.2
4990,2.85,1.77,1.72,75.84,127.30,272.04,76223.4
4991,2.60,2.14,1.73,75.93,128.58,266.31,72724.1
4992,2.59,2.13,1.36,75.49,127.58,288.49,64616.9
4993,2.85,2.28,1.54,75.99,127.63,242.86,74594.6
4994,2.58,1.81,1.41,76.57,127.58,252.27,75885.7
4995,2.60,1.75,1.74,75.37,127.39,287.49,64112.2
4996,2.61,2.02,1.51,75.74,127.75,267.80,73353.3
4997,2.68,1.85,1.76,75.63,127.40,243.88,69309.8
4998,2.90,1.88,1.26,75.38,128.58,263.33,71415.3
4999,2.62,2.28,1.36,75.53,127.94,250.24,67648.2
5000,2.79,2.17,1.62,75.26,128.48,284.05,76691.9
5001,2.69,1.93,1.70,75.33,128.42,264.32,66259.8
5002,2.67,1.71,1.66,75.24,127.36,268.41,74318.0
5003,2.83,1.82,1.67,76.37,127.81,243.62,70200.0
5004,2.51,2.27,1.53,75.53,127.24,282.02,67905.0
5005,2.82,1.86,1.73,75.76,128.49,290.99,72325.6
5006,2.73,2.18,1.48,76.07,127.82,258.63,63903.9
5007,2.53,2.17,1.66,76.10,127.31,288.33,71967.4
5008,2.74,2.11,1.76,75.78,127.57,252.21,75415.4
5009,2.84,2.21,1.29,75.95,128.43,257.65,71912.7
5010,2.83,2.27,1.78,76.27,127.65,268.66,76399.0
5011,2.76,1.91,1.22,76.18,127.76,275.40,70222.9
5012,2.86,2.11,1.51,76.42,127.38,275.45,64206.1
5013,2.89,2.02,1.65,75.23,127.31,285.39,76700.5
5014,2.69,1.94,1.29,75.77,127.82,256.30,67008.9
5015,2.51,2.15,1.78,75.23,128.49,275.56,64503.7
5016,2.77,1.94,1.44,75.92,128.24,257.26,65070.9
5017,2.82,2.14,1.37,75.55,128.04,268.52,74759.0
5018,2.54,2.19,1.73,75.76,127.80,264.53,74402.7
5019,2.67,1.92,1.68,76.22,127.61,244.62,73169.6
5020,2.58,2.27,1.37,75.79,128.16,250.48,74570.1
5021,2.56,1.92,1.32,75.24,127.59,278.34,74784.3
5022,2.71,2.07,1.78,76.37,127.49,265.83,67078.8
5023,2.85,1.85,1.54,75.55,128.55,267.18,67915.9
5024,2.76,2.13,1.57,76.00,128.47,276.40,74292.1
5025,2.67,2.04,1.34,75.55,128.60,258.36,70418.1
5026,2.76,1.88,1.29,76.22,128.45,276.09,71661.1
5027,2.71,2.23,1.67,75.67,128.36,255.23,67996.6
